,premise,hypothesis,label
166,Last week in Egypt  Muslim gangs burned down several Christian Coptic churches and killed Christians by burning them alive inside the churches or by crucifixion .  In other Muslim countries gay men  are tossed off buildings hanged or beheaded.,A religion promotes violence or intolerance.,2
167,Try flying into anyone of the 7 countries and others in the region listed for the ban and see what happens to you  youll be turned away because youre white and Christian and they dont want you youre not welcome there.,A religion promotes violence or intolerance.,2
168,Attempts to go along have never panned out well for Israel.  Jewish intolerance?  LOL,A religion promotes violence or intolerance.,2
169,Its those darn Istanbul settlements. Time for Kerry and Obama to condemn those Muslims. Oh I forgot. No Jews involved.,A religion should be discriminated against.,2
170,Looks like Assad and the Rusians know how to deal muslim terrorists,A religion promotes violence or intolerance.,2
171,That prince Alwaleed bin Talal the high living Jew hating nephew of the late king Fahd owns 19 of the fox channel why did they not mention that of things he owns part of he is probably one of those Saudis who helps fund Jihadist against the west and suicide bombers against Israel dont trust that guy.,A religion promotes violence or intolerance.,2
172,He must have had that mental illness that hangs around muslim terrorists.,A religion promotes violence or intolerance.,2
173,He must have had that mental illness that hangs around muslim terrorists.,A religion or members of a religion are stupid.,2
174,Mass murder terrorism perversion LGBT gay washrooms socialism communism all from this Synagogue of Satan.  Enough of this hell on earth.,A religion promotes violence or intolerance.,2
175,When McCain did photo ops with Syrian Muslim terrorists  McCain showed he cares little if at all about Americans.,A religion promotes violence or intolerance.,2
176,Can we agree that radical Islamic terrorists are evil and a threat to America?  Barack Hussein Obama cant even speak the term and we have to wonder why.,Members of a religion are a threat.,2
177,CIA not happy about this Their moderate Islamic terrorists are losing,A religion promotes violence or intolerance.,2
178,Islam treats women like dogs execute homosexuals and correctly  views liberals as infidels.,A religion promotes violence or intolerance.,2
179,Christians and Jews do not kill or rape innocent people.  ISIS is Islamic and they kill rape and sell people simply for not being muslim.   Many passages in Islam call for killing of those not Muslim.   Islam needs to condemn all violence conducted in its name it does not until it does it is not peaceful.  We have videos of Imans calling for the killing of Jews in Toronto and Montreal,A religion promotes violence or intolerance.,2
180,Do not trust Snopes. I have lived in Japan they are extremely allergic to Muslims being there. Ill give you 50 bucks if you know a single one who has emmigrated there.,Members of a religion are not trustworthy or loyal.,2
181,Sadly you are probably right. Things in Africa have gone from bad to worse for gay people thanks mostly to American evangelical homophobes like Scott Lively exporting their hate to foreign shores.,A religion promotes violence or intolerance.,2
182,I can give examples of the peaceful Muslim missionaries murdering people 100 to 1 of your examples.  Islam is the religion of death.,A religion promotes violence or intolerance.,2
183,I can give examples of the peaceful Muslim missionaries murdering people 100 to 1 of your examples.  Islam is the religion of death.,Members of a religion are a threat.,2
184,Sorry Mr. Berg Hobby Lobby was wrong.  It put us on to a slippery slope.  So now I can discriminate for those things I can use religion was my backup.  Dont forget how many preachers priests? used the Bible as justification for slavery.  So now I am free to exclude anyone be they gays Blacks Hispanics or anyone else who doesnt appeal to my fancy.,Members of a religion should be excluded and marginalized.,2
185,Sorry Mr. Berg Hobby Lobby was wrong.  It put us on to a slippery slope.  So now I can discriminate for those things I can use religion was my backup.  Dont forget how many preachers priests? used the Bible as justification for slavery.  So now I am free to exclude anyone be they gays Blacks Hispanics or anyone else who doesnt appeal to my fancy.,A religion should be discriminated against.,2
