premise,hypothesis,label
That prince Alwaleed bin Talal the high living Jew hating nephew of the late king Fahd owns 19 of the fox channel why did they not mention that of things he owns part of he is probably one of those Saudis who helps fund Jihadist against the west and suicide bombers against Israel dont trust that guy.,A religion promotes violence or intolerance.,2
He must have had that mental illness that hangs around muslim terrorists.,A religion promotes violence or intolerance.,2
He must have had that mental illness that hangs around muslim terrorists.,A religion or members of a religion are stupid.,2
Mass murder terrorism perversion LGBT gay washrooms socialism communism all from this Synagogue of Satan.  Enough of this hell on earth.,A religion promotes violence or intolerance.,2
When McCain did photo ops with Syrian Muslim terrorists  McCain showed he cares little if at all about Americans.,A religion promotes violence or intolerance.,2
Can we agree that radical Islamic terrorists are evil and a threat to America?  Barack Hussein Obama cant even speak the term and we have to wonder why.,Members of a religion are a threat.,2
CIA not happy about this Their moderate Islamic terrorists are losing,A religion promotes violence or intolerance.,2
Islam treats women like dogs execute homosexuals and correctly  views liberals as infidels.,A religion promotes violence or intolerance.,2
Christians and Jews do not kill or rape innocent people.  ISIS is Islamic and they kill rape and sell people simply for not being muslim.   Many passages in Islam call for killing of those not Muslim.   Islam needs to condemn all violence conducted in its name it does not until it does it is not peaceful.  We have videos of Imans calling for the killing of Jews in Toronto and Montreal,A religion promotes violence or intolerance.,2
Do not trust Snopes. I have lived in Japan they are extremely allergic to Muslims being there. Ill give you 50 bucks if you know a single one who has emmigrated there.,Members of a religion are not trustworthy or loyal.,2
Sadly you are probably right. Things in Africa have gone from bad to worse for gay people thanks mostly to American evangelical homophobes like Scott Lively exporting their hate to foreign shores.,A religion promotes violence or intolerance.,2
I can give examples of the peaceful Muslim missionaries murdering people 100 to 1 of your examples.  Islam is the religion of death.,A religion promotes violence or intolerance.,2
I can give examples of the peaceful Muslim missionaries murdering people 100 to 1 of your examples.  Islam is the religion of death.,Members of a religion are a threat.,2
Sorry Mr. Berg Hobby Lobby was wrong.  It put us on to a slippery slope.  So now I can discriminate for those things I can use religion was my backup.  Dont forget how many preachers priests? used the Bible as justification for slavery.  So now I am free to exclude anyone be they gays Blacks Hispanics or anyone else who doesnt appeal to my fancy.,Members of a religion should be excluded and marginalized.,2
Sorry Mr. Berg Hobby Lobby was wrong.  It put us on to a slippery slope.  So now I can discriminate for those things I can use religion was my backup.  Dont forget how many preachers priests? used the Bible as justification for slavery.  So now I am free to exclude anyone be they gays Blacks Hispanics or anyone else who doesnt appeal to my fancy.,A religion should be discriminated against.,2
And right on cue another Islamophobe blows up in Brussels.  Sorry make that another muslim terrorist.  I await your article on him next.,A religion promotes violence or intolerance.,2
