,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
108,I am gay too  so I can say you are quite  fascist in  your determination to  eradicate the rights of others ie the right of the School Board to say no. If an Islamic madras had refuse the gender bending play  or if Muslim parents had objected you would  say nothing . Even today in Toronto they teach  children in mosques that gays  must die yet you say nothing.,0.628571429,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and gays,['neutral'],"{'contradiction': 3.9, 'neutral': 72.1, 'entailment': 24.0}"
109,Your nasty racists blather is ridiculous.  Not enough jobs?  Tell me how many Americans you know real ones  white people want to pick lettuce?  Roof houses in 100 degree heat?  Fix potholes in a Texas summer?  Sorry most Americans would rather collect welfare or fake disability.,0.267605634,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 3.1, 'neutral': 61.9, 'entailment': 35.0}"
110,Feeding christians to lions needs to be a thing again.,0.6,bias,christians,religion,prejudice against christians,['neutral'],"{'contradiction': 2.7, 'neutral': 50.6, 'entailment': 46.7}"
111,Just racist.  All societal problems are the result of him being black.,0.675,bias,blacks,race,prejudice against blacks,['entailment'],"{'contradiction': 1.7, 'neutral': 44.7, 'entailment': 53.6}"
112,Muslims devil worshipers and atheists are free to organize the own events with the same 1st Amendment protections.,0.5,bias,muslims,religion,prejudice against muslims,['contradiction'],"{'contradiction': 51.4, 'neutral': 43.6, 'entailment': 5.0}"
113,24 yo black kid high speed chase evading police. Yep yo arsies gonna get shot off. Stupid boy. Didnt yo daddy tell you to stop dont run look at the police into their eyes no make any fast moves and keep yo hands in plain view? You ever watch COPS? The popos always run. Makes the cops angry and gives them an opportunity to beat you up shoot you and plant guns. It shouldnt be surprising that juries acquit the cops. If you black you guilty and deserve to wasted. Of course they will side with the corrupt cops. You popos are way out of control all over the nation. As long as you break the rules of law and order the cops will kill you. We are tired of your lawlessness.,0.55,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 3.3, 'neutral': 88.3, 'entailment': 8.4}"
114,And you are a lesbian.  woo hoo,0.514285714,bias,lesbians,lgbtq,prejudice against lesbians,['neutral'],"{'contradiction': 16.8, 'neutral': 79.7, 'entailment': 3.4}"
115,I think most of the NATO establishment are wanting to relive the Cold War.  Wake up morons.  The enemy is in Raqqa. Its called ISIS and other Islamist terrorists.,0.50617284,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 7.4, 'neutral': 85.8, 'entailment': 6.8}"
116,You fail to mention the religion they live by. Big difference. Just like the the Alaskan who went to Florida and killed on the airport. He had a Muslim influence that was suppressed by most media .. including ADN. American citizen ... yes. Muslim connection... proven,0.6,bias,muslims,religion,prejudice against muslism,['neutral'],"{'contradiction': 40.3, 'neutral': 53.2, 'entailment': 6.5}"
117,Trumps in charge now so he should be accountable for anything bad thats happening in the USA.  Like how he blames that Muslim Obama for everything.,0.8,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 2.9, 'neutral': 66.3, 'entailment': 30.9}"
118,China is looking to be the next great empire.  Control of its citizenry is essential.   Canadians who enable this behaviour are naive.  Or traitors.,0.545454545,bias,canadians,race,prejudice against canadians,['neutral'],"{'contradiction': 3.8, 'neutral': 92.7, 'entailment': 3.5}"
119,They should win   as long as they can put shockcollars on the WildRose fascists to stop them spoutingoff inane anachronisms denouncing and hating: women homosexuals. environmentalists nonwhite Canadians labour laws and any person or activity that doesnt increase the profits of U.S. and foreign oil companies...,0.5,bias,"women, whites, gays","gender, race",prejudice against women and lgbtq,['entailment'],"{'contradiction': 2.9, 'neutral': 45.9, 'entailment': 51.2}"
120,This is comparing apples and oranges.  GLBT Catholics first start at a severe disadvantage the minute they come out of the closet.  Secondly you are describing heterosexual adultery which harms a married spouse always and every time.  Monogamous gay relationships do not harm in other adults.,0.6,bias,christians,religion,prejudice against christians,['neutral'],"{'contradiction': 26.5, 'neutral': 66.4, 'entailment': 7.1}"
121,Actually if I was a white man of European descent I would stay politically correct and vote against Obama or Clinton because he is half black and she is a woman.   Wait thats exactly what happened right?,0.6,bias,"whites,blacks",race,prejudice against blacks and whites,['neutral'],"{'contradiction': 3.0, 'neutral': 76.1, 'entailment': 20.8}"
122,If a poll were taken of most black people and most gay people the police would be welcomed. A tiny minority of hardcore black racists like BLM Toronto should not be running our city.,0.8,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 5.9, 'neutral': 53.1, 'entailment': 41.0}"
123,I find it curious that in your posts you focus exclusively on the gay part of this article but say nothing about the priest with 30 female lovers.,0.6,bias,gays,lgbtq,prejudice against gays,['neutral'],"{'contradiction': 7.5, 'neutral': 86.9, 'entailment': 5.6}"
124,Obviously nothing wrong with grabbing pssy.  lol  Enjoy republicans especially you so called religious ones.  Women are made to serve man.    Just listen to the Donald Bill ORiley and Rush.  :,0.5,bias,republicans,political,prejudice against republicans,['contradiction'],"{'contradiction': 75.7, 'neutral': 19.4, 'entailment': 4.8}"
125,This is all we need.... another black thing.... agreed.. you were slaves once..... but thats over..... you get over it as well... and we will try to remember to forget,0.5,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 5.1, 'neutral': 82.9, 'entailment': 12.1}"
126,These antifascists are more unpleasant than white nationalists.,0.55,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 3.0, 'neutral': 82.0, 'entailment': 15.1}"
127,They choose to engage in sodomy over sex.  Thats why sexual preference was the term that the homosexual movement tried first.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals,['contradiction'],"{'contradiction': 95.8, 'neutral': 3.1, 'entailment': 1.1}"
128,Ahhh...lilly white  an undeniably Racist term. I can only assume you are not only a Negro but a Racist as well.,0.858741259,bias,blacks,race,prejudice against blacks,['entailment'],"{'contradiction': 1.1, 'neutral': 48.4, 'entailment': 50.5}"
129,Crime by blacks has gotten way out of hand. Your beliefs arent backed by statistical evidence.,0.59375,bias,blacks,race,prejudice against blacks,['entailment'],"{'contradiction': 7.2, 'neutral': 29.3, 'entailment': 63.5}"
130,Your wit is too much You are burning my retinas with your biting social commentary....Especially the part about how evil Caucasians are. Ive never ever heard that before. However you are so right. Whenever I see one of those filthy Caucasians I just assume they are serial killers and I go sit in my basement and rock back and forth and chant sexist racist bigot Islamophobic Cis scum white man to purge myself.,0.636363636,bias,caucassians,race,prejudice against caucassians,['neutral'],"{'contradiction': 5.4, 'neutral': 81.2, 'entailment': 13.4}"
131,may be allah should born all muslims women without face . or they should stay in countries where these thing were invented like burka and all that crap. seems its not muslim women who are protesting it seems like politicians want muslim vote,0.5,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 10.8, 'neutral': 79.1, 'entailment': 10.1}"
132,Fake Christians,0.763636364,bias,christian,religion,prejudice against christians,['neutral'],"{'contradiction': 5.6, 'neutral': 78.0, 'entailment': 16.4}"
133,The comments against illegals being deported after killing us citizens proves that liberals are mentally ill.,0.5,bias,liberals,political,prejudice against liberals,['entailment'],"{'contradiction': 4.4, 'neutral': 45.1, 'entailment': 50.5}"
134,Feminism is for everybody? Not bloody likely. Have u seen the modern day feminists on college campuses? They go on and on about a rape culture on campus. They still hate men. They need their safe spaces to protect themselves from other points of view. Sorry todays Feminism is like a cancer.,0.55,bias,feminists,political,prejudice against feminists,['neutral'],"{'contradiction': 8.2, 'neutral': 56.6, 'entailment': 35.2}"
135,The Arabs never wanted peacethey prefer to kill IsraelisIsrael needs to be strong.,0.571428571,bias,arabs,race,prejudice against arabs,['neutral'],"{'contradiction': 6.6, 'neutral': 56.7, 'entailment': 36.7}"
136,And Christians kill and discriminate in the name of their god as well. The problem is extreme religion of all types.,0.5,bias,christians,religion,prejudice against christians,['entailment'],"{'contradiction': 3.6, 'neutral': 39.8, 'entailment': 56.6}"
137,In other words a right wing white male fascist.,0.7,bias,"whites,men","race,gender",prejudice against whites and men,['neutral'],"{'contradiction': 2.5, 'neutral': 84.1, 'entailment': 13.4}"
138,Make America Gay Again?  When were we ever a gay nation?,0.6,bias,gays,lgbtq,prejudice towards gays,['neutral'],"{'contradiction': 19.4, 'neutral': 61.9, 'entailment': 18.8}"
139,The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,0.6,bias,"blacks,men,whites","race,gender",prejudice against black men and whites,['entailment'],"{'contradiction': 5.9, 'neutral': 25.8, 'entailment': 68.4}"
140,First any Breitbart article should be deemed suspect. Second the author clearly misunderstood what Francis was saying. He was not saying that there are no Muslim terrorists he was saying that there is no such thing as Muslim terrorism any more than there is Christian terrorism.,0.5,bias,"muslims,christians",religion,prejudice against muslims and christians,['neutral'],"{'contradiction': 9.5, 'neutral': 70.7, 'entailment': 19.8}"
141,Get the Chechen homosexuals over here ASAP,0.563380282,bias,homosexuals,lgbtq,prejudice towards homosexuals,['contradiction'],"{'contradiction': 93.4, 'neutral': 5.8, 'entailment': 0.8}"
