,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
515,151,The only Illegal Aliens are White People in Asia Africa Australia  America who Invaded they lands with Human Hostages from Africa to build White Imperialism.,0.6,bias,whites,race,prejudice against whites,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 1.3, 'neutral': 11.1, 'entailment': 87.6}, {'contradiction': 12.0, 'neutral': 68.9, 'entailment': 19.1}, {'contradiction': 70.5, 'neutral': 14.5, 'entailment': 15.0}, {'contradiction': 24.1, 'neutral': 47.4, 'entailment': 28.5}, {'contradiction': 37.1, 'neutral': 39.1, 'entailment': 23.7}, {'contradiction': 35.4, 'neutral': 63.7, 'entailment': 0.9}, {'contradiction': 4.5, 'neutral': 36.4, 'entailment': 59.1}, {'contradiction': 51.4, 'neutral': 31.4, 'entailment': 17.2}, {'contradiction': 17.1, 'neutral': 19.7, 'entailment': 63.2}, {'contradiction': 55.0, 'neutral': 43.8, 'entailment': 1.2}, {'contradiction': 4.6, 'neutral': 91.8, 'entailment': 3.6}, {'contradiction': 60.6, 'neutral': 23.4, 'entailment': 16.0}, {'contradiction': 35.7, 'neutral': 50.6, 'entailment': 13.6}, {'contradiction': 92.5, 'neutral': 3.6, 'entailment': 3.9}, {'contradiction': 3.6, 'neutral': 31.3, 'entailment': 65.1}]"
516,152,The last time I saw two great big confederate flags was last summer in Eagle River mounted on both sides of a big 4wheel drive pickup racing through the main drag acting like the fools they are. It scared me. That flag does not represent America. It represents slave ownership. It represents white power. It is repugnant.,0.5,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral', 'neutral', 'entailment', 'entailment', 'entailment', 'neutral', 'neutral', 'neutral', 'neutral', 'entailment', 'entailment']","[{'contradiction': 0.4, 'neutral': 15.5, 'entailment': 84.1}, {'contradiction': 3.6, 'neutral': 34.8, 'entailment': 61.5}, {'contradiction': 41.9, 'neutral': 44.7, 'entailment': 13.4}, {'contradiction': 1.2, 'neutral': 29.7, 'entailment': 69.1}, {'contradiction': 31.5, 'neutral': 62.9, 'entailment': 5.7}, {'contradiction': 1.0, 'neutral': 97.8, 'entailment': 1.2}, {'contradiction': 1.1, 'neutral': 33.4, 'entailment': 65.5}, {'contradiction': 3.5, 'neutral': 31.2, 'entailment': 65.2}, {'contradiction': 1.0, 'neutral': 9.0, 'entailment': 90.0}, {'contradiction': 9.0, 'neutral': 47.5, 'entailment': 43.6}, {'contradiction': 2.8, 'neutral': 93.0, 'entailment': 4.2}, {'contradiction': 21.0, 'neutral': 59.0, 'entailment': 20.1}, {'contradiction': 8.6, 'neutral': 83.9, 'entailment': 7.5}, {'contradiction': 17.4, 'neutral': 30.9, 'entailment': 51.7}, {'contradiction': 1.3, 'neutral': 13.5, 'entailment': 85.2}]"
517,153,No. It was an angry ugly white male.,0.644736842,bias,"whites,men","race,gender",prejudice against white men,"['entailment', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'entailment', 'entailment']","[{'contradiction': 0.5, 'neutral': 35.7, 'entailment': 63.8}, {'contradiction': 0.6, 'neutral': 28.9, 'entailment': 70.5}, {'contradiction': 42.2, 'neutral': 48.8, 'entailment': 9.0}, {'contradiction': 21.8, 'neutral': 69.5, 'entailment': 8.8}, {'contradiction': 67.4, 'neutral': 32.0, 'entailment': 0.6}, {'contradiction': 8.1, 'neutral': 91.2, 'entailment': 0.7}, {'contradiction': 2.1, 'neutral': 74.0, 'entailment': 23.9}, {'contradiction': 17.8, 'neutral': 59.6, 'entailment': 22.6}, {'contradiction': 35.8, 'neutral': 41.9, 'entailment': 22.3}, {'contradiction': 36.6, 'neutral': 60.2, 'entailment': 3.2}, {'contradiction': 2.3, 'neutral': 97.0, 'entailment': 0.7}, {'contradiction': 41.4, 'neutral': 48.4, 'entailment': 10.3}, {'contradiction': 24.1, 'neutral': 73.6, 'entailment': 2.3}, {'contradiction': 15.6, 'neutral': 30.5, 'entailment': 53.9}, {'contradiction': 1.5, 'neutral': 39.4, 'entailment': 59.1}]"
518,154,And you rely on being black to explain all failures.  You accept no personal responsibility and insist all blacks are the same.  Fortunately I know many blacks who are and have been successful without needing a crutch like affirmative action so I know that it is just you who feel inadequate.,0.5,bias,blacks,race,prejudice against blacks,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 7.7, 'neutral': 65.8, 'entailment': 26.5}, {'contradiction': 75.0, 'neutral': 22.7, 'entailment': 2.3}, {'contradiction': 88.8, 'neutral': 9.3, 'entailment': 1.9}, {'contradiction': 62.4, 'neutral': 23.1, 'entailment': 14.5}, {'contradiction': 99.0, 'neutral': 0.9, 'entailment': 0.1}, {'contradiction': 83.2, 'neutral': 16.7, 'entailment': 0.1}, {'contradiction': 28.1, 'neutral': 62.4, 'entailment': 9.5}, {'contradiction': 38.6, 'neutral': 32.1, 'entailment': 29.2}, {'contradiction': 56.7, 'neutral': 10.2, 'entailment': 33.0}, {'contradiction': 82.3, 'neutral': 17.0, 'entailment': 0.8}, {'contradiction': 16.6, 'neutral': 80.0, 'entailment': 3.4}, {'contradiction': 98.5, 'neutral': 1.2, 'entailment': 0.3}, {'contradiction': 92.7, 'neutral': 6.8, 'entailment': 0.5}, {'contradiction': 94.7, 'neutral': 2.8, 'entailment': 2.4}, {'contradiction': 13.1, 'neutral': 37.4, 'entailment': 49.5}]"
519,155,He said that MEXICANS in the US were drug dealers and rapists. Oh some werent but most were.,0.675,bias,mexicans,race,prejudice against mexicans,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 0.1, 'neutral': 2.6, 'entailment': 97.3}, {'contradiction': 0.4, 'neutral': 7.3, 'entailment': 92.3}, {'contradiction': 38.9, 'neutral': 41.8, 'entailment': 19.3}, {'contradiction': 3.9, 'neutral': 34.9, 'entailment': 61.2}, {'contradiction': 30.5, 'neutral': 64.3, 'entailment': 5.2}, {'contradiction': 8.7, 'neutral': 91.0, 'entailment': 0.4}, {'contradiction': 0.3, 'neutral': 10.5, 'entailment': 89.2}, {'contradiction': 37.0, 'neutral': 45.1, 'entailment': 17.9}, {'contradiction': 47.3, 'neutral': 26.4, 'entailment': 26.3}, {'contradiction': 41.8, 'neutral': 52.3, 'entailment': 6.0}, {'contradiction': 1.0, 'neutral': 97.1, 'entailment': 1.9}, {'contradiction': 8.6, 'neutral': 67.2, 'entailment': 24.2}, {'contradiction': 14.1, 'neutral': 81.4, 'entailment': 4.5}, {'contradiction': 59.9, 'neutral': 23.2, 'entailment': 16.8}, {'contradiction': 0.7, 'neutral': 13.2, 'entailment': 86.1}]"
520,156,Born racist?  What about the recent viral reaction to the little white boy wanting to cut his hair short to match his buddy so their teacher would be confused as to who was who.......the white kid did not see the black skin of his buddy.......born racist? Give me a break.  Parents and others in society TEACH hatred for another person that is different.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 12.1, 'neutral': 74.7, 'entailment': 13.2}, {'contradiction': 56.6, 'neutral': 37.1, 'entailment': 6.3}, {'contradiction': 71.2, 'neutral': 24.7, 'entailment': 4.1}, {'contradiction': 3.2, 'neutral': 89.5, 'entailment': 7.3}, {'contradiction': 96.7, 'neutral': 3.1, 'entailment': 0.2}, {'contradiction': 27.9, 'neutral': 70.8, 'entailment': 1.3}, {'contradiction': 24.6, 'neutral': 47.6, 'entailment': 27.8}, {'contradiction': 16.5, 'neutral': 50.7, 'entailment': 32.8}, {'contradiction': 38.1, 'neutral': 15.2, 'entailment': 46.6}, {'contradiction': 79.2, 'neutral': 18.6, 'entailment': 2.3}, {'contradiction': 15.4, 'neutral': 79.5, 'entailment': 5.1}, {'contradiction': 81.2, 'neutral': 16.4, 'entailment': 2.4}, {'contradiction': 90.1, 'neutral': 8.8, 'entailment': 1.1}, {'contradiction': 78.8, 'neutral': 9.1, 'entailment': 12.1}, {'contradiction': 6.3, 'neutral': 12.0, 'entailment': 81.8}]"
521,157,Black crimes matter,0.567901235,bias,blacks,race,prejudice against blacks,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 0.0, 'neutral': 1.5, 'entailment': 98.5}, {'contradiction': 0.2, 'neutral': 21.9, 'entailment': 77.9}, {'contradiction': 86.6, 'neutral': 11.7, 'entailment': 1.7}, {'contradiction': 8.2, 'neutral': 75.5, 'entailment': 16.3}, {'contradiction': 94.1, 'neutral': 5.9, 'entailment': 0.0}, {'contradiction': 77.2, 'neutral': 22.8, 'entailment': 0.0}, {'contradiction': 0.2, 'neutral': 29.2, 'entailment': 70.6}, {'contradiction': 42.9, 'neutral': 46.6, 'entailment': 10.6}, {'contradiction': 17.0, 'neutral': 49.0, 'entailment': 34.0}, {'contradiction': 81.1, 'neutral': 18.3, 'entailment': 0.6}, {'contradiction': 0.6, 'neutral': 98.5, 'entailment': 1.0}, {'contradiction': 82.5, 'neutral': 17.0, 'entailment': 0.6}, {'contradiction': 65.3, 'neutral': 34.2, 'entailment': 0.5}, {'contradiction': 60.2, 'neutral': 35.7, 'entailment': 4.1}, {'contradiction': 4.1, 'neutral': 48.9, 'entailment': 47.1}]"
522,158,I am superior to all white racist bigots.,0.585714286,bias,whites,race,prejudice against whitess,"['entailment', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.4, 'neutral': 11.3, 'entailment': 88.4}, {'contradiction': 8.2, 'neutral': 66.4, 'entailment': 25.5}, {'contradiction': 93.2, 'neutral': 5.2, 'entailment': 1.6}, {'contradiction': 15.1, 'neutral': 67.0, 'entailment': 17.8}, {'contradiction': 95.8, 'neutral': 4.1, 'entailment': 0.1}, {'contradiction': 48.8, 'neutral': 51.0, 'entailment': 0.2}, {'contradiction': 2.1, 'neutral': 24.1, 'entailment': 73.8}, {'contradiction': 79.0, 'neutral': 5.2, 'entailment': 15.8}, {'contradiction': 66.3, 'neutral': 6.6, 'entailment': 27.1}, {'contradiction': 83.9, 'neutral': 14.3, 'entailment': 1.8}, {'contradiction': 7.6, 'neutral': 91.6, 'entailment': 0.8}, {'contradiction': 86.2, 'neutral': 9.3, 'entailment': 4.5}, {'contradiction': 67.8, 'neutral': 31.5, 'entailment': 0.7}, {'contradiction': 95.9, 'neutral': 3.0, 'entailment': 1.1}, {'contradiction': 0.4, 'neutral': 1.3, 'entailment': 98.4}]"
523,159,Notice anything? Theyre all fat white people..,0.716666667,bias,whites,race,prejudice towards whites,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 1.6, 'neutral': 75.6, 'entailment': 22.8}, {'contradiction': 8.3, 'neutral': 88.5, 'entailment': 3.2}, {'contradiction': 46.0, 'neutral': 32.3, 'entailment': 21.7}, {'contradiction': 27.8, 'neutral': 71.1, 'entailment': 1.1}, {'contradiction': 52.6, 'neutral': 47.2, 'entailment': 0.1}, {'contradiction': 12.1, 'neutral': 87.8, 'entailment': 0.1}, {'contradiction': 5.2, 'neutral': 81.5, 'entailment': 13.2}, {'contradiction': 20.2, 'neutral': 60.2, 'entailment': 19.5}, {'contradiction': 17.9, 'neutral': 52.6, 'entailment': 29.5}, {'contradiction': 45.6, 'neutral': 51.3, 'entailment': 3.1}, {'contradiction': 0.7, 'neutral': 90.3, 'entailment': 9.0}, {'contradiction': 17.2, 'neutral': 80.9, 'entailment': 1.9}, {'contradiction': 21.2, 'neutral': 78.5, 'entailment': 0.3}, {'contradiction': 69.1, 'neutral': 28.2, 'entailment': 2.7}, {'contradiction': 3.2, 'neutral': 65.9, 'entailment': 30.9}]"
524,160,chinese drivers are a real problem....not sure how they got their licence.  careless negligent and no one seems to care. a real mess.,0.5,bias,chinese,race,prejudice against chinese,"['entailment', 'contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 0.7, 'neutral': 14.9, 'entailment': 84.4}, {'contradiction': 41.1, 'neutral': 40.4, 'entailment': 18.5}, {'contradiction': 30.3, 'neutral': 58.7, 'entailment': 11.1}, {'contradiction': 40.1, 'neutral': 49.4, 'entailment': 10.5}, {'contradiction': 59.4, 'neutral': 39.4, 'entailment': 1.2}, {'contradiction': 23.3, 'neutral': 76.4, 'entailment': 0.3}, {'contradiction': 0.3, 'neutral': 11.2, 'entailment': 88.5}, {'contradiction': 32.3, 'neutral': 39.6, 'entailment': 28.1}, {'contradiction': 21.1, 'neutral': 75.1, 'entailment': 3.8}, {'contradiction': 5.7, 'neutral': 28.0, 'entailment': 66.3}, {'contradiction': 1.6, 'neutral': 88.2, 'entailment': 10.1}, {'contradiction': 23.8, 'neutral': 72.9, 'entailment': 3.3}, {'contradiction': 42.4, 'neutral': 57.0, 'entailment': 0.6}, {'contradiction': 81.3, 'neutral': 14.3, 'entailment': 4.3}, {'contradiction': 31.3, 'neutral': 44.0, 'entailment': 24.7}]"
525,161,45 proving you dont have to be poor to be white trash.,0.919636618,bias,whites,race,prejudice against whites,"['entailment', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'entailment', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 1.2, 'neutral': 24.0, 'entailment': 74.8}, {'contradiction': 21.6, 'neutral': 57.6, 'entailment': 20.9}, {'contradiction': 57.0, 'neutral': 28.0, 'entailment': 15.0}, {'contradiction': 28.1, 'neutral': 64.3, 'entailment': 7.6}, {'contradiction': 97.4, 'neutral': 2.5, 'entailment': 0.1}, {'contradiction': 38.9, 'neutral': 60.9, 'entailment': 0.1}, {'contradiction': 8.1, 'neutral': 59.6, 'entailment': 32.3}, {'contradiction': 13.0, 'neutral': 21.6, 'entailment': 65.5}, {'contradiction': 55.9, 'neutral': 17.3, 'entailment': 26.8}, {'contradiction': 66.2, 'neutral': 25.7, 'entailment': 8.1}, {'contradiction': 11.8, 'neutral': 85.8, 'entailment': 2.4}, {'contradiction': 92.9, 'neutral': 5.6, 'entailment': 1.5}, {'contradiction': 67.5, 'neutral': 31.6, 'entailment': 1.0}, {'contradiction': 93.9, 'neutral': 3.8, 'entailment': 2.3}, {'contradiction': 5.4, 'neutral': 19.9, 'entailment': 74.7}]"
526,162,You ignored the deaths of white folks in murder suicides. when the wife gets tired of being abused and threatens to leave and take the kids. Her frustrated white husbandbaby daddy kills them all because he loved them so much. Of course the killer needed the gun to defend his family.,0.6,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.4, 'neutral': 1.2, 'entailment': 98.4}, {'contradiction': 0.6, 'neutral': 3.7, 'entailment': 95.6}, {'contradiction': 88.7, 'neutral': 7.5, 'entailment': 3.8}, {'contradiction': 24.4, 'neutral': 12.5, 'entailment': 63.2}, {'contradiction': 98.4, 'neutral': 1.3, 'entailment': 0.3}, {'contradiction': 86.4, 'neutral': 13.4, 'entailment': 0.2}, {'contradiction': 3.4, 'neutral': 23.6, 'entailment': 73.0}, {'contradiction': 63.5, 'neutral': 25.5, 'entailment': 11.0}, {'contradiction': 47.8, 'neutral': 15.5, 'entailment': 36.7}, {'contradiction': 52.0, 'neutral': 44.4, 'entailment': 3.6}, {'contradiction': 9.4, 'neutral': 87.6, 'entailment': 3.0}, {'contradiction': 96.3, 'neutral': 2.6, 'entailment': 1.1}, {'contradiction': 95.1, 'neutral': 3.9, 'entailment': 1.0}, {'contradiction': 81.9, 'neutral': 6.6, 'entailment': 11.5}, {'contradiction': 15.3, 'neutral': 34.5, 'entailment': 50.1}]"
527,163,Chiefy White is showing his true colors as he wasnt the least bit ...outraged  deeply concerned... when roving groups of black males were racially targetingviolently beating Caucasians in LoDo a few yrs. back or the Caucasian young man living in 5 Points who was severely beaten by a group of black males after George Zimmerman was found not guilty.  Way to go Chief.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,"['entailment', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 1.5, 'neutral': 6.5, 'entailment': 92.0}, {'contradiction': 0.9, 'neutral': 4.6, 'entailment': 94.5}, {'contradiction': 75.1, 'neutral': 19.0, 'entailment': 5.8}, {'contradiction': 56.1, 'neutral': 12.7, 'entailment': 31.2}, {'contradiction': 96.8, 'neutral': 3.0, 'entailment': 0.2}, {'contradiction': 76.0, 'neutral': 23.9, 'entailment': 0.1}, {'contradiction': 2.9, 'neutral': 22.8, 'entailment': 74.3}, {'contradiction': 73.1, 'neutral': 18.6, 'entailment': 8.3}, {'contradiction': 72.4, 'neutral': 11.0, 'entailment': 16.6}, {'contradiction': 42.7, 'neutral': 47.3, 'entailment': 10.0}, {'contradiction': 17.2, 'neutral': 79.1, 'entailment': 3.7}, {'contradiction': 86.2, 'neutral': 10.9, 'entailment': 2.9}, {'contradiction': 92.7, 'neutral': 6.5, 'entailment': 0.7}, {'contradiction': 87.8, 'neutral': 7.1, 'entailment': 5.1}, {'contradiction': 2.7, 'neutral': 12.7, 'entailment': 84.6}]"
528,164,Cut em loose And tell the immigrants to go to China or Russia.,0.5,bias,"china,russia",race,prejudice against china and russia,"['entailment', 'neutral', 'entailment', 'entailment', 'contradiction', 'neutral', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment']","[{'contradiction': 3.3, 'neutral': 31.4, 'entailment': 65.3}, {'contradiction': 16.0, 'neutral': 51.5, 'entailment': 32.5}, {'contradiction': 10.1, 'neutral': 29.5, 'entailment': 60.4}, {'contradiction': 18.9, 'neutral': 29.1, 'entailment': 52.0}, {'contradiction': 71.5, 'neutral': 8.7, 'entailment': 19.8}, {'contradiction': 1.7, 'neutral': 55.3, 'entailment': 42.9}, {'contradiction': 0.6, 'neutral': 14.1, 'entailment': 85.3}, {'contradiction': 23.5, 'neutral': 46.7, 'entailment': 29.8}, {'contradiction': 21.7, 'neutral': 44.0, 'entailment': 34.3}, {'contradiction': 44.5, 'neutral': 42.8, 'entailment': 12.6}, {'contradiction': 1.4, 'neutral': 53.2, 'entailment': 45.5}, {'contradiction': 2.7, 'neutral': 8.4, 'entailment': 88.9}, {'contradiction': 2.2, 'neutral': 6.6, 'entailment': 91.2}, {'contradiction': 0.9, 'neutral': 2.5, 'entailment': 96.6}, {'contradiction': 5.3, 'neutral': 29.8, 'entailment': 64.9}]"
