comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Blacks make up approximately 13 of the US population while they commit 52 of crime. In 2014 according to the FBI 90 of black homicide victims were killed by other black people.  Honestly this is where the protesting should be.,0.8,bias,blacks,race,prejudice against blackss than whites,neutral,"[-0.9902334213256836, -1.7576873302459717, 2.416330337524414]"
Agreed if only reason they are enlisting is to have their transgender costs covered.  I think we should let them in but not cover any of that transgender medical treatment.  If they then cannot meet requirements of military in terms of readiness to deploy etc. then cut them loose.,0.5,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-0.9591629505157471, -0.9502118229866028, 1.5010731220245361]"
Oh no ... we rather give THAT to Islam Migrants that we are bringing in WITHOUT ASKING CANADIANS IF WE SHOULD Despicable Feds I am really NOT LIKING WHAT THEY ARE DOING.,0.274193548,neutral,,none,,contradiction,"[3.0291800498962402, -2.0802228450775146, -0.8573577404022217]"
ah  the  race  card  so  typical unless  the  killer  is  a black  or  a  hispanic  then its  just  coincidence  right?,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-1.2872929573059082, 0.4693971574306488, 0.4743129014968872]"
Youre saying your god doesnt believe in abortion? Really? Read the old testament. He orders his minions to kill every man woman including pregnant ones and child except for the virgin girls so many times. Hes a psycho. He made homosexuality because to christians he made us all.  In the new testament Jesus does not follow the old rules. Remember an eye for an eye? He changed it to turn the other cheek. Jews stoned people but Jesus didnt. He actually stopped a stoning. Telling them those without sin can continue to stone her.  Id suggest you read how the bible was put together and when. I did that after Prevo start thumping his bible to keep gay discrimination going. I keep meaning to thank him for helping me become an athiest.,0.7,bias,homosexuals,lgbtq,prejudice against homosexuals,entailment,"[-1.099960446357727, 0.6418473124504089, 0.07676207274198532]"
Feminism is... Sorry but Feminism note the big F rather than the little f is not at all about equality. And how dare you use such outdated heteronormative cisgendered patriarchal misogynistic terminology??,0.254237288,bias,feminists,political,prejudice against feminists,neutral,"[-1.5878115892410278, -0.36124730110168457, 1.5002714395523071]"
President Obama pardoned 4 star Marine general Cartwright today. How gay is that Trumplettes?,0.5,neutral,,none,,contradiction,"[3.2196531295776367, -2.1544220447540283, -0.9053627252578735]"
Ban Muslim refugees and  I will vote for you,0.697368421,bias,muslims,religion,prejudice against muslims,contradiction,"[0.9784579873085022, -1.1156654357910156, 0.013683933764696121]"
May blackk s  dance European style ballet or play Beethoven and Bach however well? Shall we permit naives to eat pizza or wear blue jeans? How about stopping blacks from using  public toilets and public water fountains which were the invention of 17 century English white people.,0.833333333,bias,blacks,race,prejudice against blacks,neutral,"[-1.1281732320785522, -0.11656928062438965, 0.9169713258743286]"
Many nonwhites are very racist people.,0.515625,bias,non whites,race,prejudice against non whites,entailment,"[-2.927168130874634, 2.180126667022705, 0.031034249812364578]"
Please enlighten me how in your opinion is Mayor Khan responsible for the terrorist acts committed by a bunch of lunatics who call themselves Muslims. Blaming Mr. Khan would be as silly as blaming all Christians for the atrocities committed by the Ku Klux Klan.,1.0,bias,"muslims,christians",religion,prejudice against muslims and christians,neutral,"[-0.9659397006034851, -0.31930142641067505, 1.0107842683792114]"
How else will we learn.  Demented leftist Your feminism has turned 70 percent of women into addicted depressed low wage slaves.  You will never learn,0.833333333,bias,feminists,political,prejudice against feminists,contradiction,"[2.5964531898498535, -2.2423977851867676, -0.3545382618904114]"
Except that Francis is really no more welcoming to gays than his immediate predecessors. He hasnt said You should not fire gay employees for being civilly married. Thats is something he should insist on if he truly means for the Church to be welcoming to LGBTs.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.33002954721450806, -1.6033260822296143, 1.4863947629928589]"
Antihomosexual womanhating religious fanatics are not exclusive to Islam. Christianityinspired terrorism is something with which Americans are already quite familiar and the fanatics even have their own party: the GOP.  Violent Christian fanatics vote Republican.,0.5,bias,"women,christians,homosexuals","gender,religion,lgbtq","prejudice against women,christians and homosexuals",neutral,"[-1.847352385520935, 0.28713709115982056, 1.1471874713897705]"
What a load of garbage.  The middle east are Arabs.  It shouldnt be something that needs to align with the West.  Its THEIR lands.  Let them figure it out for themselves.  Show some respect.  We need OUT.,0.2875,neutral,,none,,contradiction,"[2.0957396030426025, -1.698268175125122, -0.41288134455680847]"
Islamic fundamentalists assassinated innocent Christians and others in Europe see Charlie Hebdo.  A Christian fundamentalist assassinated innocent Muslims at a mosque in Quebec.   One murder is one too many. Protectionist policies are good for now.,0.6,bias,muslims,religion,prejudice against muslims,contradiction,"[2.0159122943878174, -2.3948755264282227, 0.2608567476272583]"
When all else fails blame white males,0.9,bias,"whites, men","race,gender","prejudice against whites, men",neutral,"[-1.5713555812835693, 0.3219897150993347, 0.8236660361289978]"
This guy sounds like a girlly man,0.263157895,bias,women,gender,prejudice against women,neutral,"[-1.5024703741073608, -0.5108082294464111, 1.6266286373138428]"
Latinos?  The illegal INVADERS that are the surge of America.,0.8,bias,latinos,race,prejudice against latinos,neutral,"[-1.2263877391815186, -0.5431529879570007, 1.361256718635559]"
She probably was the only black female applicant at that time...,0.5,bias,"blacks,women","race,gender",prejudice against blacks female,neutral,"[0.1621406525373459, -1.3089396953582764, 0.8562245965003967]"
YAY  the system works as designed for entitled wealthy white trash Meanwhile in St Louis a judge lets a fired cop go free for killing and planting evidence on a black guy and a white campus cop admits he made up a story about being shot by a black guy on an all female campus. These are the stories my police officer husband and I get to tell our sons about when we have the talk. Sure...sounds like maga slop to me.,0.515625,bias,whites,race,prejudice against whites,neutral,"[-1.962799310684204, 0.3112618923187256, 1.207824468612671]"
If you are going to start naming terrorists those lists should include all the Christian extremists who have done more damage on this continent than any other religious sect.,0.6,bias,christians,religion,prejudice against christuians,neutral,"[-1.2410295009613037, -0.4065473675727844, 1.2758228778839111]"
I love all people but they had better think just like me or I will damn them to hell . . .  Sounds pretty Christian to me.,0.6,bias,christians,religion,prejudice towards christians,contradiction,"[2.0974977016448975, -2.0379714965820312, -0.13339641690254211]"
Hey look at the comment section   A bunch of white folk arguing about how black folk dont have it bad .....cause ya know white folk know all about being black.,0.6125,bias,"whites,blacks ",race,prejudice against whites and blacks,neutral,"[-1.8936951160430908, 0.2846704125404358, 1.240818738937378]"
Im more curious about the reaction to 1k gay priests saying Were gone More than a few have already gone to live their vocations in different pastures and probably a few more will move on because of this.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.1287736892700195, -0.7553054690361023, 1.5004310607910156]"
No they have articulated just fine. They are opposed to blacks being murdered by cops just for being black.  Otoh you and other far righties continue to try and distort this issue.  Now I do not agree with taking a knee during tge anthem but even the owners are not firing them. In fact many are backing this. And yes you are free to gripe all you want. But to lie about it you are not. Sadly u and others get by with it because nobody will go after all the liars.,0.7,neutral,,none,,contradiction,"[2.4403634071350098, -1.9460289478302002, -0.5361007452011108]"
Take the idiot pastor with you.  Heck take all of the evangelical wackjobs as well.,0.560606061,bias,evangelicals,religion,prejudice against evangelicals,neutral,"[-0.9799320697784424, -0.6863293051719666, 1.3027178049087524]"
The word civilians means nothing to them. They want to kill ALL of the Infidels.   Islam  Death Cult,0.628571429,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6600383520126343, -1.1365840435028076, 1.3750817775726318]"
Of course no charges.  Its not illegal for cops to shoot blacks.,0.75,bias,blacks,race,prejudice towards blacks,neutral,"[-0.6654583215713501, -0.8637872338294983, 1.1310677528381348]"
.....Communist China and their bought off shiny ponies and flood of future Muslim terrorists courtesy of the little potato has sure helped also,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.5264338254928589, -1.0736733675003052, 1.2008062601089478]"
I had the same realization of the left and right in high school eventually the extreme left and right parties will join together over a petty fear. So far the petty fear has been Black people Arabic people Hispanic people and soon white people specifically elitist white people which includes both Trump and Hillary. Already defeated by extreme left and right includes Cruz Kasich Carlson Bush and McCain.,0.5,bias,"blacks,whites",race,prejudice against races,neutral,"[-0.9317817687988281, -1.104946255683899, 1.5938661098480225]"
