,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
58,Many Whites pretend diversity is a strength to avoid being called a racist. What evidence do Canadians have a White minority Canada will be safer wealthier and more united than now? None.,0.6,bias,whites,race,prejudice against whites,neutral,"[-0.7669073939323425, -0.13391105830669403, 0.6146929264068604]"
581,Are you serious?  A day after a NONMUSLIM massacres innocent people who are praying you have the audacity to come on this message board and preach against Islam?  You are a cluless bigot and Im shocked that you managed to get Internet access in your backward trailer park.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-2.6677722930908203, 1.5698721408843994, 0.5365575551986694]"
482,I dont know Donald Muslims might get the feeling theyre not welcome.,0.28125,neutral,,none,,contradiction,"[4.393439769744873, -3.1599512100219727, -1.050645351409912]"
1875,Great victory? Tell them what theyve won Johnny A pile of rubble. Muslims killing Muslims is a feature not a flaw. As long as were staying out of it its all good.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.344086766242981, -0.21320757269859314, 1.2259351015090942]"
552,You seem to be frightened by whites and you are white...Insane,0.594594595,bias,whites,race,prejudice against whites,neutral,"[-1.7898885011672974, -0.2848808467388153, 1.6405470371246338]"
257,So from this we are to determine you are female stupid or likely both?,0.575757576,bias,women,gender,prejudice against women,neutral,"[-1.806598424911499, -0.15180522203445435, 1.5479226112365723]"
2706,The guy is an Islamist nutbar and a security risk.  We dont want him back.,0.542372881,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0038987398147583, -0.7217772006988525, 1.302738904953003]"
580,I am NOT protecting or condoning the alleged behavior  Im pointing out the he did this because he is gay bigotry.,0.5,bias,gays,lgbtq,prejudice against gays,entailment,"[-2.4930756092071533, 1.6810091733932495, 0.2005825787782669]"
4211,Alaskas Christians will continue to appear ignorant and vindictive to the rest of the world while the Prevos and Boykos of the world go on their merry way ruining innocent peoples lives while the Carlsons of the world are forced into early retirement.,0.6,bias,christians,religion,prejudice against christians,neutral,"[-1.7631535530090332, 0.6273542046546936, 0.7293271422386169]"
1949,The Rebel hates Muslims and anything to make Muslims look bad they will run.  They are a hate site against Muslims and should be treated as such.,0.621212121,bias,rebels,political,prejudice against rebels,neutral,"[-0.7853763103485107, -0.06259583681821823, 0.5417459607124329]"
2281,WE ARE CALLING ON CANADA TO BAN ALL AMERICAN BAPTISTS FROM ENTERING THE COUNTRYTHE AMERICAN BAPTISTS ARE RAPING CANADIAN CHILDREN..ALSO BAN ALL MUSLIMS AS THEY ARE DOING THE SAME CRIMES,0.814285714,bias,"american baptists,muslims","religion,race","prejudice against americans,baptists,muslims",neutral,"[-0.7000496983528137, -1.0021922588348389, 1.2346693277359009]"
3976,And that is what black people do the world over.,0.5,neutral,,none,,contradiction,"[2.518563747406006, -2.3617637157440186, -0.17205892503261566]"
1755,Are you saying only nonMuslims kill people in Mosques? Most attacks on Mosques are performed by Muslims.,0.9,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0348061323165894, -0.9251872301101685, 1.5922273397445679]"
1083,Ask Marshall the loser. His campaign went negative or Roem being a transgender woman. Ask Trump why he wants to throw all transgender people out of the military. Ask the family values crowd they equate being transgender with being a sex offender.,0.513513514,neutral,,none,,contradiction,"[5.191224098205566, -3.415332317352295, -1.5673409700393677]"
3872,Outsider77 : Yes...exactly.  How would you feel if you encountered a mean heavy ignorant  woman and said to a bystander OMG What a stupid fat pig.  Then you read the next day: Outsider77 Calls All Women Stupid Pigs.  Trump NEVER said that...nor did he Ever Call ALL Mexicans drug smugglers  rapists and Murderers.,0.539473684,neutral,,none,,contradiction,"[2.618356466293335, -2.4013187885284424, -0.2987555265426636]"
1990,Funny how we almost never see any when the suspects are white...,0.6,bias,whites,race,prejudice against whites,neutral,"[-1.375417947769165, -0.5704599022865295, 1.5062249898910522]"
3874,As long as Muslims are presentyes you are not safe,0.809867629,bias,muslims,religion,prejudice against muslims,neutral,"[-0.07589558511972427, -0.9382951259613037, 0.8302779197692871]"
3334,Did you listen to the part of the video where they say f white people as they beat him and cut him with a knife? Dont be stupid.,0.675,bias,whites,race,prejudice against whites,neutral,"[-2.211678981781006, 0.833916425704956, 0.9220839738845825]"
1559,The white man raped and pillaged the land they stole forced the natives to adopt their laws and language forced religion upon them only for them to be molested by priests and clergymen and now the white man wants to tell everyone else what they need to do and wear before arriving here. What nerve Get rid of all borders and religions and the world will be a much better place.,0.6,bias,whites,race,prejudice against whites,neutral,"[-0.9332586526870728, -1.5429368019104004, 1.946702480316162]"
772,ummmm no  To find the hate for homosexuals minorities  infidels women you need to visit a mosque.  Merry Christmas,0.5625,bias,muslims,religion,prejudice against muslims,entailment,"[-1.034883737564087, 0.528097927570343, 0.15572023391723633]"
794,Trump asserting moral equivalency to White Supremacists and Nazis with those that oppose them is completely wrong and hateful in so many ways.  Groups who wish death and destruction to other people based on race religion or sexual orientation is unacceptable in any civilized society.,0.25862069,neutral,,none,,contradiction,"[3.8077988624572754, -2.3597259521484375, -1.292961597442627]"
3531,Before you bigots and Native trashing racists go any further with your unproven conclusions about us consider this. It is statistically proven by research studies and law enforcement stats that white men take top honors for child sex rape and child sex killings of their victims. White men also commit the most heinous crimes of any group in the country serial killings being at the top studies show.,0.5,bias,"whites,men","race,gender",prejudice against white men,neutral,"[-1.1240664720535278, -0.2185923457145691, 0.9743739366531372]"
2902,BAM Illegal alien huggers are down for the eight count........,0.283783784,neutral,,none,,contradiction,"[3.9265081882476807, -2.8166627883911133, -0.9815150499343872]"
3469,The rebel.media has been telling peopke about gay persecution under Muslim rule for years.,0.6,bias,"gays,muslims","lgbtq,religion",prejudice against muslims and towards gays,entailment,"[-1.130942940711975, 0.8427174091339111, -0.0727459192276001]"
3367,The greedy chinese are depleting everything on earth and enjoying every minute of it.,0.5,bias,chinese,race,prejudice against chinese,neutral,"[-0.7923138737678528, -0.5182181596755981, 0.9400179982185364]"
3825,Probably something like Gays for Trump or Act for America.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[0.11399124562740326, -1.364660620689392, 0.9501367807388306]"
443,I find it curious that in your posts you focus exclusively on the gay part of this article but say nothing about the priest with 30 female lovers.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.8434255123138428, -1.1446179151535034, 1.6068912744522095]"
806,Nearly all are native born. And none from Trumps unhappy seven.  In fact most of our terrorism comes from nativist white surpremicist Christian extremists. But we never call them terrorists. Just deluded loners.,1.0,bias,"whites,christians","race,religion",prejudice against white christians,neutral,"[0.07480442523956299, -0.7272476553916931, 0.43933743238449097]"
496,The whole article is a rant against white people who dont recognize they are the scum of the earth and need to grovel in apology for it or else be labelled racists.,0.65,bias,whites,race,prejudice against whites,entailment,"[-2.4245541095733643, 1.480546236038208, 0.39886415004730225]"
3298,This is the new age Canada now workers rights have been eroding rapidly.  Consider having a sex change claim to be homosexuallesbian or develop some deviant mental disorder if you want any type of workplace protection  sorry folks Im dead serious on this one.,0.5,neutral,,none,,contradiction,"[3.872936964035034, -2.622431993484497, -1.1125895977020264]"
2779,To summarize: Women are like cars. When they have sex they are actually lending their bodies to men. If men wreck womens bodies women must pay the costs of repair. Unintended pregnancy is like a car wreck.,0.6,bias,women,gender,prejudice against women,neutral,"[-1.1810529232025146, -0.7697241306304932, 1.5582658052444458]"
895,Russia as a whole is hostile to homosexuals.,0.542857143,bias,"russians,homosexuals","race,lgbtq",prejudice against russians and towards homosexuals,entailment,"[-3.0939652919769287, 2.1589105129241943, 0.22893278300762177]"
2036,The black thug was given a beat down for attacking a white guy with a mag lite. His homies left him on his own when the white guys friend showed up. Next..,0.630769231,bias,blacks,race,prejudice against blacks,neutral,"[0.6507206559181213, -1.4440789222717285, 0.6700345277786255]"
