,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
58,Many Whites pretend diversity is a strength to avoid being called a racist. What evidence do Canadians have a White minority Canada will be safer wealthier and more united than now? None.,0.6,bias,whites,race,prejudice against whites,contradiction,"[1.0087969303131104, 0.9260748624801636, -0.9526911377906799]"
581,Are you serious?  A day after a NONMUSLIM massacres innocent people who are praying you have the audacity to come on this message board and preach against Islam?  You are a cluless bigot and Im shocked that you managed to get Internet access in your backward trailer park.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.792402982711792, 0.06892342865467072, 3.062349319458008]"
482,I dont know Donald Muslims might get the feeling theyre not welcome.,0.28125,neutral,,none,,contradiction,"[4.945451259613037, -0.8540589809417725, -3.601940870285034]"
1875,Great victory? Tell them what theyve won Johnny A pile of rubble. Muslims killing Muslims is a feature not a flaw. As long as were staying out of it its all good.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[0.13987146317958832, 0.6218240261077881, -0.0923367515206337]"
552,You seem to be frightened by whites and you are white...Insane,0.594594595,bias,whites,race,prejudice against whites,entailment,"[-2.0831730365753174, 1.7705899477005005, 1.012580394744873]"
257,So from this we are to determine you are female stupid or likely both?,0.575757576,bias,women,gender,prejudice against women,entailment,"[-2.1579856872558594, 1.8947439193725586, 0.5568456053733826]"
2706,The guy is an Islamist nutbar and a security risk.  We dont want him back.,0.542372881,bias,muslims,religion,prejudice against muslims,entailment,"[-0.7586399912834167, 1.238295078277588, -0.16924148797988892]"
580,I am NOT protecting or condoning the alleged behavior  Im pointing out the he did this because he is gay bigotry.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-3.4934213161468506, 0.29795408248901367, 3.789797782897949]"
4211,Alaskas Christians will continue to appear ignorant and vindictive to the rest of the world while the Prevos and Boykos of the world go on their merry way ruining innocent peoples lives while the Carlsons of the world are forced into early retirement.,0.6,bias,christians,religion,prejudice against christians,entailment,"[-1.0371689796447754, 1.8783422708511353, 0.1527813971042633]"
1949,The Rebel hates Muslims and anything to make Muslims look bad they will run.  They are a hate site against Muslims and should be treated as such.,0.621212121,bias,rebels,political,prejudice against rebels,neutral,"[-1.761396884918213, 1.1993452310562134, 1.379237413406372]"
2281,WE ARE CALLING ON CANADA TO BAN ALL AMERICAN BAPTISTS FROM ENTERING THE COUNTRYTHE AMERICAN BAPTISTS ARE RAPING CANADIAN CHILDREN..ALSO BAN ALL MUSLIMS AS THEY ARE DOING THE SAME CRIMES,0.814285714,bias,"american baptists,muslims","religion,race","prejudice against americans,baptists,muslims",entailment,"[-0.5704326033592224, 1.9132905006408691, -0.06165345013141632]"
3976,And that is what black people do the world over.,0.5,neutral,,none,,contradiction,"[2.113603353500366, 1.4266575574874878, -2.817042112350464]"
1755,Are you saying only nonMuslims kill people in Mosques? Most attacks on Mosques are performed by Muslims.,0.9,bias,muslims,religion,prejudice against muslims,entailment,"[0.6390495300292969, 0.7490270733833313, -1.022634506225586]"
1083,Ask Marshall the loser. His campaign went negative or Roem being a transgender woman. Ask Trump why he wants to throw all transgender people out of the military. Ask the family values crowd they equate being transgender with being a sex offender.,0.513513514,neutral,,none,,contradiction,"[5.320922374725342, -1.7196385860443115, -3.1943440437316895]"
3872,Outsider77 : Yes...exactly.  How would you feel if you encountered a mean heavy ignorant  woman and said to a bystander OMG What a stupid fat pig.  Then you read the next day: Outsider77 Calls All Women Stupid Pigs.  Trump NEVER said that...nor did he Ever Call ALL Mexicans drug smugglers  rapists and Murderers.,0.539473684,neutral,,none,,contradiction,"[4.929441452026367, -1.1410108804702759, -3.4436004161834717]"
1990,Funny how we almost never see any when the suspects are white...,0.6,bias,whites,race,prejudice against whites,entailment,"[-0.8627585172653198, 3.652960777282715, -1.7443058490753174]"
3874,As long as Muslims are presentyes you are not safe,0.809867629,bias,muslims,religion,prejudice against muslims,contradiction,"[1.8718409538269043, 0.23622895777225494, -1.6785502433776855]"
3334,Did you listen to the part of the video where they say f white people as they beat him and cut him with a knife? Dont be stupid.,0.675,bias,whites,race,prejudice against whites,neutral,"[-2.7890195846557617, 1.3529831171035767, 2.242920398712158]"
1559,The white man raped and pillaged the land they stole forced the natives to adopt their laws and language forced religion upon them only for them to be molested by priests and clergymen and now the white man wants to tell everyone else what they need to do and wear before arriving here. What nerve Get rid of all borders and religions and the world will be a much better place.,0.6,bias,whites,race,prejudice against whites,entailment,"[-0.8021818995475769, 1.6180912256240845, 0.1684219241142273]"
772,ummmm no  To find the hate for homosexuals minorities  infidels women you need to visit a mosque.  Merry Christmas,0.5625,bias,muslims,religion,prejudice against muslims,neutral,"[-0.35553714632987976, -0.1954064965248108, 0.7801731824874878]"
794,Trump asserting moral equivalency to White Supremacists and Nazis with those that oppose them is completely wrong and hateful in so many ways.  Groups who wish death and destruction to other people based on race religion or sexual orientation is unacceptable in any civilized society.,0.25862069,neutral,,none,,contradiction,"[4.669477462768555, -1.006792426109314, -3.1499581336975098]"
3531,Before you bigots and Native trashing racists go any further with your unproven conclusions about us consider this. It is statistically proven by research studies and law enforcement stats that white men take top honors for child sex rape and child sex killings of their victims. White men also commit the most heinous crimes of any group in the country serial killings being at the top studies show.,0.5,bias,"whites,men","race,gender",prejudice against white men,neutral,"[-2.014738082885742, 1.0997928380966187, 1.7451562881469727]"
2902,BAM Illegal alien huggers are down for the eight count........,0.283783784,neutral,,none,,contradiction,"[4.2510809898376465, -0.3713066875934601, -3.1903023719787598]"
3469,The rebel.media has been telling peopke about gay persecution under Muslim rule for years.,0.6,bias,"gays,muslims","lgbtq,religion",prejudice against muslims and towards gays,entailment,"[-0.9490180611610413, 1.163030982017517, 0.3830142617225647]"
3367,The greedy chinese are depleting everything on earth and enjoying every minute of it.,0.5,bias,chinese,race,prejudice against chinese,entailment,"[-2.2349348068237305, 2.5432820320129395, 0.5111067295074463]"
3825,Probably something like Gays for Trump or Act for America.,0.6,bias,gays,lgbtq,prejudice against gays,entailment,"[-0.851486325263977, 0.8571048378944397, 0.45746511220932007]"
443,I find it curious that in your posts you focus exclusively on the gay part of this article but say nothing about the priest with 30 female lovers.,0.6,bias,gays,lgbtq,prejudice against gays,entailment,"[-0.5708395838737488, 2.465737819671631, -1.0187807083129883]"
806,Nearly all are native born. And none from Trumps unhappy seven.  In fact most of our terrorism comes from nativist white surpremicist Christian extremists. But we never call them terrorists. Just deluded loners.,1.0,bias,"whites,christians","race,religion",prejudice against white christians,entailment,"[-0.37097620964050293, 1.6303967237472534, -0.3234260380268097]"
496,The whole article is a rant against white people who dont recognize they are the scum of the earth and need to grovel in apology for it or else be labelled racists.,0.65,bias,whites,race,prejudice against whites,neutral,"[-2.2694835662841797, 0.9071141481399536, 2.114262342453003]"
3298,This is the new age Canada now workers rights have been eroding rapidly.  Consider having a sex change claim to be homosexuallesbian or develop some deviant mental disorder if you want any type of workplace protection  sorry folks Im dead serious on this one.,0.5,neutral,,none,,contradiction,"[4.371478080749512, -0.42631790041923523, -3.44822096824646]"
2779,To summarize: Women are like cars. When they have sex they are actually lending their bodies to men. If men wreck womens bodies women must pay the costs of repair. Unintended pregnancy is like a car wreck.,0.6,bias,women,gender,prejudice against women,entailment,"[-0.3458501994609833, 1.6639187335968018, -0.7381568551063538]"
895,Russia as a whole is hostile to homosexuals.,0.542857143,bias,"russians,homosexuals","race,lgbtq",prejudice against russians and towards homosexuals,neutral,"[-3.2110178470611572, 1.1582590341567993, 2.723527431488037]"
2036,The black thug was given a beat down for attacking a white guy with a mag lite. His homies left him on his own when the white guys friend showed up. Next..,0.630769231,bias,blacks,race,prejudice against blacks,entailment,"[-0.023889299482107162, 1.5961015224456787, -1.10978102684021]"
